region,division,classification,position,status,item_status,number
Region VIII - Eastern Visayas,Division of Maasin City,Related-Teaching Personnel,Head Teacher I,Unfilled,Regular,2
Negros Island Region (NIR),Division of Victorias City,Non-Teaching Personnel,Nurse II,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Maasin City,Related-Teaching Personnel,Guidance Counselor II,Unfilled,Regular,2
Region VIII - Eastern Visayas,Division of Maasin City,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Maasin City,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Region III - Central Luzon,Division of Aurora,Non-Teaching Personnel,Administrative Aide I,Unfilled,CTI,2
Negros Island Region (NIR),Regional Office - Proper,Non-Teaching Personnel,Chief Administrative Officer,Unfilled,Regular,2
Region III - Central Luzon,Division of Aurora,Non-Teaching Personnel,Administrative Aide II,Filled,Regular,2
Region VIII - Eastern Visayas,Regional Office - Proper,Non-Teaching Personnel,Supervising Administrative Officer,Filled,Regular,2
National Capital Region (NCR),Division of Malabon City,Related-Teaching Personnel,Head Teacher I,Filled,Regular,2
Region IVB - MIMAROPA,Division of Marinduque,Teaching Personnel,Teacher III,Filled,CTI,2
Negros Island Region (NIR),Division of Guihulngan City,School Head Personnel,School Principal III,Filled,Regular,2
Negros Island Region (NIR),Division of Guihulngan City,Related-Teaching Personnel,Senior Education Program Specialist,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Maasin City,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
Region III - Central Luzon,Division of San Jose City,Non-Teaching Personnel,Administrative Aide IV,Filled,Regular,2
Negros Island Region (NIR),Division of Guihulngan City,Related-Teaching Personnel,Registrar I,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Non-Teaching Personnel,Administrative Aide II,Unfilled,CTI,2
National Capital Region (NCR),Division of Quezon City,Non-Teaching Personnel,Cook I,Filled,Regular,2
Region III - Central Luzon,Division of Aurora,Non-Teaching Personnel,Administrative Aide IV,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Non-Teaching Personnel,Administrative Aide IV,Filled,Regular,2
National Capital Region (NCR),Division of Manila,Related-Teaching Personnel,Education Program Supervisor,Unfilled,CTI,2
Region IVB - MIMAROPA,Division of Occidental Mindoro,Non-Teaching Personnel,Administrative Aide I,Unfilled,CTI,2
Region II - Cagayan Valley,Division of Isabela,Non-Teaching Personnel,Accountant I,Unfilled,Regular,2
Region III - Central Luzon,Division of Aurora,Non-Teaching Personnel,Administrative Aide VI,Unfilled,Regular,2
Region III - Central Luzon,Division of Pampanga,Related-Teaching Personnel,Guidance Counselor II,Filled,Regular,2
Region III - Central Luzon,Division of San Jose City,Non-Teaching Personnel,Administrative Officer I,Filled,Regular,2
National Capital Region (NCR),Division of Malabon City,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Maasin City,Non-Teaching Personnel,Administrative Aide I,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Non-Teaching Personnel,Administrative Officer III,Unfilled,CTI,2
Region X - Northern Mindanao,Division of Bukidnon,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
Region IVA - CALABARZON,Division of Calamba City,Non-Teaching Personnel,Dentist II,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Non-Teaching Personnel,Dentist II,Unfilled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Non-Teaching Personnel,Disbursing Officer II,Filled,Regular,2
Negros Island Region (NIR),Division of Victorias City,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
National Capital Region (NCR),Division of Manila,Related-Teaching Personnel,Head Teacher I,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Non-Teaching Personnel,Librarian I,Unfilled,CTI,2
Region III - Central Luzon,Division of San Jose City,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
Negros Island Region (NIR),Division of Guihulngan City,Related-Teaching Personnel,Head Teacher I,Unfilled,Regular,2
National Capital Region (NCR),Division of Manila,Related-Teaching Personnel,Head Teacher III,Unfilled,CTI,2
Region X - Northern Mindanao,Division of Bukidnon,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Related-Teaching Personnel,Assistant Schools Division Superintendent,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
National Capital Region (NCR),Division of Malabon City,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Related-Teaching Personnel,Crafts Education Demonstrator II,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Leyte,Teaching Personnel,Special Science Teacher I,Unfilled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Related-Teaching Personnel,Guidance Coordinator III,Unfilled,CTI,2
Region IVB - MIMAROPA,Division of Occidental Mindoro,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Related-Teaching Personnel,Head Teacher III,Unfilled,Regular,2
Region IVB - MIMAROPA,Division of Occidental Mindoro,Non-Teaching Personnel,Dentist II,Filled,Regular,2
Region I - Ilocos,Division of Ilocos Norte,Related-Teaching Personnel,Head Teacher II,Filled,Regular,2
Region III - Central Luzon,Division of Aurora,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Leyte,Security Personnel,Watchman I,Filled,Regular,2
Region III - Central Luzon,Division of Pampanga,Related-Teaching Personnel,Education Program Supervisor,Unfilled,CTI,2
National Capital Region (NCR),Division of Malabon City,Non-Teaching Personnel,Dentist II,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Leyte,School Head Personnel,School Principal III,Unfilled,Regular,2
Region III - Central Luzon,Division of San Jose City,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Teaching Personnel,Master Teacher I,Unfilled,CTI,2
National Capital Region (NCR),Division of Malabon City,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
Region III - Central Luzon,Division of Aurora,Non-Teaching Personnel,Dentist II,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Teaching Personnel,Master Teacher II,Unfilled,Regular,2
National Capital Region (NCR),Division of Malabon City,Non-Teaching Personnel,Administrative Assistant II,Unfilled,Regular,2
Region III - Central Luzon,Division of San Jose City,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region XIII - CARAGA,Division of Surigao del Sur,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Negros Island Region (NIR),Division of Himamaylan City,Teaching Personnel,Master Teacher I,Unfilled,Regular,2
National Capital Region (NCR),Division of Malabon City,Non-Teaching Personnel,Administrative Aide IV,Filled,Regular,2
Region X - Northern Mindanao,Division of Bukidnon,Teaching Personnel,Teacher II,Unfilled,CTI,2
National Capital Region (NCR),Division of Malabon City,Non-Teaching Personnel,Administrative Aide I,Filled,CTI,2
Region IVB - MIMAROPA,Division of Occidental Mindoro,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Leyte,School Head Personnel,School Principal I,Unfilled,Regular,2
Region IVB - MIMAROPA,Division of Occidental Mindoro,Related-Teaching Personnel,Assistant Schools Division Superintendent,Unfilled,Regular,2
Region IVB - MIMAROPA,Division of Occidental Mindoro,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region V - Bicol,Division of Naga City,Security Personnel,Security Guard I,Filled,CTI,2
National Capital Region (NCR),Division of Makati,Teaching Personnel,Special Education Teacher I,Unfilled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Non-Teaching Personnel,Administrative Aide I,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Non-Teaching Personnel,Administrative Aide IV,Filled,CTI,2
National Capital Region (NCR),Division of Manila,School Head Personnel,Assistant School Principal III,Unfilled,CTI,2
Region III - Central Luzon,Division of Pampanga,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Non-Teaching Personnel,Administrative Aide IV,Unfilled,Regular,2
Region II - Cagayan Valley,Division of Cagayan,Non-Teaching Personnel,Administrative Officer I,Unfilled,Regular,2
Region IVB - MIMAROPA,Division of Occidental Mindoro,Related-Teaching Personnel,Guidance Counselor II,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Non-Teaching Personnel,Administrative Officer II,Unfilled,Regular,2
Negros Island Region (NIR),Division of Guihulngan City,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Non-Teaching Personnel,Dentist II,Filled,Regular,2
Negros Island Region (NIR),Division of Guihulngan City,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Region II - Cagayan Valley,Division of Cagayan,School Head Personnel,School Principal IV,Unfilled,Regular,2
Negros Island Region (NIR),Division of Guihulngan City,Non-Teaching Personnel,Project Development Officer I,Filled,Regular,2
Region III - Central Luzon,Division of San Jose City,Related-Teaching Personnel,Guidance Counselor III,Filled,Regular,2
National Capital Region (NCR),Division of Valenzuela,Non-Teaching Personnel,Administrative Aide I,Filled,CTI,2
Region III - Central Luzon,Division of Angeles City,Non-Teaching Personnel,Dentist II,Filled,Regular,2
National Capital Region (NCR),Division of Makati,School Head Personnel,School Principal III,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Non-Teaching Personnel,Nurse II,Unfilled,CTI,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Region I - Ilocos,Division of Laoag City,Related-Teaching Personnel,Guidance Coordinator III,Filled,Regular,2
National Capital Region (NCR),Division of Manila,Security Personnel,Watchman I,Unfilled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region II - Cagayan Valley,Division of Quirino,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region IVA - CALABARZON,Division of Tanauan City,Related-Teaching Personnel,Registrar I,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Related-Teaching Personnel,Education Program Supervisor,Unfilled,CTI,2
Region I - Ilocos,Regional Office - Proper,Non-Teaching Personnel,Administrative Assistant II,Filled,CTI,2
Region III - Central Luzon,Division of Pampanga,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Negros Island Region (NIR),Division of Himamaylan City,Teaching Personnel,Special Education Teacher I,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Leyte,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Related-Teaching Personnel,Head Teacher II,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Related-Teaching Personnel,Head Teacher II,Unfilled,Regular,2
Region IVA - CALABARZON,Division of Tanauan City,Related-Teaching Personnel,Head Teacher II,Filled,Regular,2
Region III - Central Luzon,Division of Angeles City,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
National Capital Region (NCR),Division of Manila,Teaching Personnel,Master Teacher II,Filled,CTI,2
Region VIII - Eastern Visayas,Division of Leyte,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
Region III - Central Luzon,Division of San Jose City,Related-Teaching Personnel,Senior Education Program Specialist,Filled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,School Head Personnel,Assistant School Principal II,Unfilled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,School Head Personnel,School Principal I,Unfilled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,School Head Personnel,School Principal II,Unfilled,Regular,2
Region III - Central Luzon,Division of Angeles City,Non-Teaching Personnel,Administrative Officer III,Filled,CTI,2
National Capital Region (NCR),Division of Manila,Teaching Personnel,Special Education Teacher III,Unfilled,Regular,2
Region X - Northern Mindanao,Division of Cagayan de Oro City,Security Personnel,Security Guard I,Unfilled,Regular,2
Region IVA - CALABARZON,Division of Tanauan City,Related-Teaching Personnel,Guidance Counselor II,Filled,Regular,2
Region I - Ilocos,Division of La Union,Security Personnel,Security Guard I,Filled,CTI,2
Region IVA - CALABARZON,Division of Tanauan City,Related-Teaching Personnel,Education Program Specialist II,Unfilled,Regular,2
Region III - Central Luzon,Division of San Jose City,School Head Personnel,Assistant School Principal II,Filled,Regular,2
National Capital Region (NCR),Division of Makati,Related-Teaching Personnel,School Librarian II,Filled,Regular,2
National Capital Region (NCR),Division of Makati,Related-Teaching Personnel,School Librarian I,Filled,Regular,2
National Capital Region (NCR),Division of Makati,Related-Teaching Personnel,Head Teacher VI,Unfilled,Regular,2
Region IVA - CALABARZON,Division of Tanauan City,Related-Teaching Personnel,Chief Education Supervisor,Filled,Regular,2
Region IVA - CALABARZON,Division of Tanauan City,Non-Teaching Personnel,Project Development Officer II,Filled,Regular,2
National Capital Region (NCR),Division of Manila,Teaching Personnel,Teacher II,Filled,CTI,2
Region VIII - Eastern Visayas,Division of Leyte,Non-Teaching Personnel,Administrative Officer V,Filled,Regular,2
Region VIII - Eastern Visayas,Division of Leyte,Non-Teaching Personnel,Administrative Officer IV,Unfilled,Regular,2
Region I - Ilocos,Division of La Union,Security Personnel,Security Guard I,Unfilled,CTI,2
